Frame, X, Y
1, 207.62742614746094, 377.71795654296875
2, 249.22952270507812, 380.91455078125
3, 190.89712524414062, 375.2082214355469
4, 132.4105682373047, 356.5462951660156
5, 356.394775390625, 460.60406494140625
6, 193.35081481933594, 383.16717529296875
7, 315.1999816894531, 413.074462890625
8, 327.7535095214844, 422.24822998046875
9, 310.39276123046875, 413.38739013671875
10, 499.4234924316406, 411.4157409667969
11, 286.2694091796875, 516.2796020507812
12, 326.050537109375, 415.0855407714844
13, -41.48072814941406, 400.1221923828125
14, 398.28741455078125, 469.02386474609375
15, 241.02182006835938, 376.1565246582031
16, 241.02182006835938, 376.1565246582031
17, -56.751739501953125, 363.1217956542969
18, 397.9398498535156, 380.08905029296875
19, 398.4352111816406, 446.24005126953125
20, 599.8681030273438, 312.4580993652344
21, 188.2349853515625, 378.97442626953125
22, 284.7842712402344, 409.1499328613281
23, 191.3903350830078, 379.9762268066406
24, 79.32801818847656, 442.0931396484375
25, 192.36473083496094, 375.7877502441406
26, 361.89599609375, 354.3380126953125
27, 368.6176452636719, 430.05322265625
28, 368.6176452636719, 430.05322265625
29, 326.44122314453125, 415.80645751953125
30, 189.2949676513672, 370.8514404296875
32, -789.4595336914062, 518.1561889648438
33, 186.16156005859375, 376.2967834472656
34, 786.8587036132812, 334.90545654296875
35, 617.987060546875, 274.5720520019531
36, 314.7960205078125, 418.29132080078125
37, 168.97988891601562, 370.92626953125
38, 359.29718017578125, 418.1380615234375
39, 12.406535148620605, 396.431640625
40, 234.0536346435547, 374.55975341796875
41, 323.9956970214844, 415.572509765625
42, 331.9405517578125, 413.1203918457031
43, 511.11151123046875, 387.04534912109375
44, 351.97320556640625, 413.7586975097656
45, 289.9359130859375, 383.368408203125
46, 327.0323791503906, 414.9352111816406
47, 328.43048095703125, 414.34466552734375
48, 324.2523193359375, 416.1455993652344
49, 324.2523193359375, 416.1455993652344
50, 333.194091796875, 415.9714660644531
51, 333.194091796875, 415.9714660644531
52, 339.7831115722656, 415.48565673828125
53, 339.7831115722656, 415.48565673828125
54, 931.9559936523438, 403.2422790527344
55, 188.86642456054688, 376.43048095703125
56, 241.6748046875, 379.1145935058594
57, 241.6748046875, 379.1145935058594
58, 241.6748046875, 379.1145935058594
59, 332.3897705078125, 418.5604248046875
60, 372.50335693359375, 400.58721923828125
61, 372.50335693359375, 400.58721923828125
62, 210.31082153320312, 372.8383483886719
63, 324.172607421875, 415.3538513183594
64, 324.172607421875, 415.3538513183594
65, 248.01016235351562, 380.38800048828125
66, 248.01016235351562, 380.38800048828125
67, 380.55023193359375, 370.48333740234375
68, 108.87306213378906, 417.19940185546875
69, 351.78424072265625, 416.781982421875
70, 184.25868225097656, 376.65386962890625
71, 265.9612731933594, 265.0555419921875
72, 265.9612731933594, 265.0555419921875
73, 549.3037719726562, 545.8075561523438
74, 494.5404052734375, 390.1675720214844
75, 494.5404052734375, 390.1675720214844
76, 493.01727294921875, 386.64898681640625
77, 493.01727294921875, 386.64898681640625
78, 488.30859375, 384.0470275878906
79, 488.30859375, 384.0470275878906
80, 482.88104248046875, 380.804931640625
81, 483.81915283203125, 379.30828857421875
82, 483.81915283203125, 379.30828857421875
83, 485.1009521484375, 377.186767578125
84, 485.1009521484375, 377.186767578125
85, 485.66827392578125, 376.1253967285156
86, 485.54815673828125, 375.2089538574219
87, 485.8951110839844, 374.2235107421875
88, 486.70556640625, 373.30059814453125
89, 486.8738708496094, 370.21771240234375
90, 487.5536804199219, 370.29266357421875
91, 488.8060302734375, 370.4021911621094
92, 490.658203125, 371.03875732421875
93, 492.26776123046875, 372.07806396484375
94, 495.25982666015625, 372.66851806640625
95, 499.58038330078125, 373.546142578125
96, 504.0379333496094, 374.6148376464844
97, 512.7501220703125, 376.4967956542969
98, 318.08038330078125, 418.41363525390625
99, -742.4403686523438, 351.26141357421875
100, 323.80792236328125, 412.11224365234375
101, 321.8990478515625, 413.5592041015625
102, 390.9544982910156, 379.5765380859375
103, 315.8684997558594, 415.75128173828125
104, 214.13671875, 373.9453125
105, 328.9426574707031, 411.8612060546875
106, 240.64332580566406, 260.14825439453125
107, 238.80853271484375, 371.1956481933594
108, 315.1358337402344, 416.87030029296875
109, 262.01556396484375, 472.8612060546875
110, 251.632080078125, 375.310302734375
111, 361.3127746582031, 422.9352111816406
112, 246.53836059570312, 393.7188720703125
113, 268.7188720703125, 463.2710266113281
114, 271.1925964355469, 466.8292541503906
115, 533.6248779296875, 299.1339111328125
117, 334.92730712890625, 413.7109680175781
118, 322.2008972167969, 416.5030822753906
119, 348.469970703125, 421.2613220214844
120, 318.28131103515625, 418.3385925292969
121, 368.5706481933594, 423.475341796875
122, 327.0932312011719, -250.4110565185547
123, 129.2705535888672, 465.94281005859375
124, 200.6409912109375, 375.930419921875
125, -167.21902465820312, 150.5492706298828
126, 530.5310668945312, 458.0567626953125
127, 341.6304931640625, 419.5143127441406
128, 227.14736938476562, 387.48040771484375
129, 286.82666015625, 419.1078186035156
130, 369.51287841796875, 425.01776123046875
131, 147.000732421875, 410.6208801269531
132, 315.81146240234375, 414.90167236328125
133, 212.70399475097656, 373.827880859375
134, 325.4119873046875, 415.13427734375
135, 617.6365966796875, 276.5883483886719
136, 640.744384765625, 289.6273193359375
137, 638.97607421875, 289.8708190917969
138, 630.8696899414062, 287.906005859375
139, 626.6580810546875, 289.34149169921875
140, 597.9515380859375, 300.1307373046875
141, 590.8555908203125, 301.9904479980469
142, 583.8486328125, 303.48577880859375
143, 574.092529296875, 303.3121337890625
144, 568.723876953125, 304.35784912109375
